show_id	type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	description
s202	Movie	First They Killed My Father	Angelina Jolie	Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng, Dara Heng, Sothea Khoun, Sreyneang Oun, Kimhak Mun, Chenda Run, Nika Sarun, Nita Sarun	Cambodia, United States	September 15, 2017	2017	TV-MA	137 min	Dramas	A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.
s203	Movie	Good Time	Benny Safdie, Josh Safdie	Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro	United States	February 11, 2020	2017	R	101 min	Dramas, Independent Movies, Thrillers	After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture.
s204	Movie	Bon Bini Holland	Jelle de Jonge	Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen	Netherlands	September 1, 2016	2015	TV-MA	88 min	Comedies, International Movies	On the island of CuraÃ§ao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme.
s205	Movie	Jimmy Neutron: Boy Genius	John A. Davis	Debi Derryberry, Jeffrey Garcia, Rob Paulsen, Megan Cavanagh, Mark DeCarlo, Carolyn Lawrence, Andrea Martin, Candi Milo, Crystal Scales, Martin Short, Patrick Stewart, Jim Cummings	United States, Spain	January 1, 2020	2001	G	83 min	Children & Family Movies, Comedies, Sci-Fi & Fantasy	When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.
s206	Movie	The Other One: The Long Strange Trip of Bob Weir	Mike Fleiss	Bob Weir	United States	May 22, 2015	2015	TV-14	84 min	Documentaries, Music & Musicals	This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands.
s207	Movie	The Time Traveler's Wife	Robert Schwentke	Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris	United States	October 1, 2019	2009	PG-13	107 min	Dramas, Romantic Movies, Sci-Fi & Fantasy	Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.
s208	Movie	Colin Quinn: The New York Story	Jerry Seinfeld	Colin Quinn	United States	November 18, 2016	2016	TV-MA	62 min	Stand-Up Comedy	The "SNL" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld.
s209	TV Show	Bakugan: Battle Planet		Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes	Japan, Canada, United States	November 6, 2020	2018	TV-PG	1 Season	Anime Series, Kids' TV	Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.
s210	TV Show	Pitta Kathalu	Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy	Manchu Lakshmi, Saanve Megghana, Naveen Kumar, Jagapathi Babu, Amala Paul, Aswin Kakamanu, Shruthi Haasan, Sanjith Hegde, Sangeeth Shoban, Anish Kuruvilla, Uko, Dayanand Reddy, Thanmayi, Satya Dev, Eesha Rebba, Srinivas Avasarala, Ashima Narwal	India	February 19, 2021	2021	TV-MA	1 Season	International TV Shows, TV Dramas	From secrets and lies to jealousy and control, four stories in this anthology film explore the darker, deceptive sides of love.
s211	Movie	6 Balloons	Marja Lewis Ryan	Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock	United States	April 6, 2018	2018	TV-MA	75 min	Dramas, Independent Movies	A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
s212	Movie	Barbie in Princess Power	Zeke Norton	Kelly Sheridan, Britt Irvin, Michael Kopsa, Rebecca Husain, Kira Tozer	United States	October 1, 2017	2015	TV-Y	74 min	Children & Family Movies	A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero.
s213	Movie	Miss Stevens	Julia Hart	Lily Rabe, TimothÃ©e Chalamet, Lili Reinhart, Anthony Quintal, Oscar NuÃ±ez, Rob Huebel	United States	December 19, 2016	2016	NR	86 min	Dramas, Independent Movies	Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.
s214	Movie	Wild Oats	Andy Tennant	Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore	Germany, United States	May 13, 2017	2016	PG-13	86 min	Comedies	When insurance accidentally pays her millions, retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives.
s215	Movie	Final Account	Luke Holland		United Kingdom, United States	September 2, 2021	2021	PG-13	94 min	Documentaries	This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.
s216	TV Show	Unbelievable		Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin HÃ©bert, Eric Lange, Elizabeth Marvel	United States	September 13, 2019	2019	TV-MA	1 Season	Crime TV Shows, TV Dramas	After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.
s217	TV Show	Beyblade Burst		Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi	Japan	October 1, 2017	2016	TV-Y7	1 Season	Anime Series, Kids' TV	Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.
s218	Movie	24 Hours to Live	Brian Smrz	Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham	South Africa, China, United States	April 7, 2018	2017	R	93 min	Action & Adventure	Revived by an experimental procedure, a hit man gets to live an extra 24 hours â€“ which he uses to avenge his dead wife and child and redeem himself.
s219	TV Show	Green Eggs and Ham		Michael Douglas, Adam Devine, Keegan-Michael Key, Eddie Izzard, Jillian Bell, Ilana Glazer, Diane Keaton, Jeffrey Wright, John Turturro, Tracy Morgan, Daveed Diggs	United Kingdom, Canada, United States	November 8, 2019	2019	TV-Y7	1 Season	Kids' TV, TV Action & Adventure, TV Comedies	On a road trip to save an endangered animal, polar opposites Guy and Sam learn to try new things like friendship â€“ and a certain delectable dish.
s220	Movie	Love or Money	Mae Czarina Cruz	Angelica Panganiban, Coco Martin, Gelli de Belen, Ketchup Eusebio, Cai Cortez, Matet De Leon, Dante Rivero, Teresa Loyzaga, Norm Mcleod		May 15, 2021	2020	TV-MA	116 min	Dramas, International Movies, Romantic Movies	When persistent Leon sweeps her off her feet, ambitious Angel must choose between true love and her dreams of a luxurious life.
s221	TV Show	Monty Don's Italian Gardens		Monty Don	United Kingdom	July 26, 2019	2011	TV-G	1 Season	British TV Shows, Docuseries, International TV Shows	From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italyâ€™s most extraordinary gardens.
s222	Movie	Chris D'Elia: No Pain	Matt D'Elia	Chris D'Elia	United States	April 14, 2020	2020	TV-MA	55 min	Stand-Up Comedy	Chris D'Elia takes the stage in Minneapolis to offer his thoughts on everything from self-censorship to problematic dolphins to lame mutant powers.
s223	Movie	Amandla! A Revolution in Four Part Harmony	Lee Hirsch	Miriam Makeba, Hugh Masekela, Abdullah Ibrahim, Duma Ka Ndlovu, Sibongile Khumalo, Vusi Mahlasela, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Lindiwe Zulu	South Africa, United States	September 28, 2020	2002	PG-13	103 min	Documentaries, International Movies, Music & Musicals	This documentary recounts the fascinating and little-known role that music has played in the struggle to eradicate apartheid in South Africa.
s224	Movie	West Beirut	Ziad Doueiri	Rami Doueiri, Mohamad Chamas, Rola Al Amin, Carmen Lebbos, Joseph Bou Nassar, Liliane Nemri	France, Norway, Lebanon, Belgium	October 19, 2020	1999	TV-MA	106 min	Dramas, International Movies	Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up.
s225	Movie	Seven	Tosin Igho	Efa Iwara, Richard Mofe-Damijo, Bimbo Manuel, Daddy Showkey, Patrick Diabuah, Uche Nwaefuna, Eriakha Edgar, Evaezi Ogoro, Sadiq Daba, Uzikwendu, Koffi tha guru, Orezi, Tomi Odunsi		April 30, 2021	2019	TV-14	113 min	Dramas, International Movies	After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance.
s226	TV Show	Transfers		Arieh Worthalter, Brune Renault, Toinette Laquiere, Steve Tientcheu, Pili Groyne, Patrick Descamps, Patrick Raynal, Juliette Plumecocq-Mech, SÃ©bastien Chassagne, Alexis Loret, Aissatou Diop	France, Belgium	November 8, 2018	2017	TV-MA	1 Season	Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy	After a boating accident, woodworker and family man Florian wakes up in the body of an officer who leads a task force against illegal body transfers.
s227	Movie	Takizawa Kabuki ZERO 2020 The Movie	Hideaki Takizawa	Hikaru Iwamoto, Tatsuya Fukazawa, Raul, Shota Watanabe, Koji Mukai, Ryohei Abe, Ren Meguro, Ryota Miyadate, Daisuke Sakuma, Arata Sato, Tatsuya Kageyama, Taiga Suzuki, Shunsuke Motoi, Taiga Tsubaki, Yuki Yokohara, Minato Matsui, Shosei Oda		August 7, 2021	2020	TV-PG	139 min	International Movies, Music & Musicals	Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man.
s228	TV Show	Avatar: The Last Airbender		Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker, Dante Basco, Jessie Flower, Mako Iwamatsu	United States	May 15, 2020	2007	TV-Y7	3 Seasons	Classic & Cult TV, Kids' TV, TV Action & Adventure	Siblings Katara and Sokka wake young Aang from a long hibernation and learn he's an Avatar, whose air-bending powers can defeat the evil Fire Nation.
s229	Movie	CRD	Kranti Kanade	Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat, Isha Keskar, Abhay Mahajan, Geetika Tyagi	India	April 29, 2019	2016	TV-MA	110 min	Comedies, Dramas, Independent Movies	At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.
s230	Movie	The Other	Youssef Chahine	Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq	France, Egypt	May 29, 2020	1999	TV-MA	106 min	Dramas, International Movies, Romantic Movies	When a graduate student elopes with a plucky reporter, his wealthy, possessive mother connives with his militant brother-in-law to wreck the union.
s231	Movie	Dear John	Lasse HallstrÃ¶m	Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter	United States	September 1, 2021	2010	PG-13	108 min	Dramas, Romantic Movies	While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.
s232	Movie	Bad Seeds	Kheiron	Kheiron, Catherine Deneuve, AndrÃ© Dussollier, Louison Blivet, Adil Dehbi, Hakou Benosmane, Youssouff Wague, Mahia Zrouki, Joseph Jovanovic	France, Belgium	December 21, 2018	2018	TV-MA	105 min	Comedies, Dramas, International Movies	Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.
s233	TV Show	Ben & Holly's Little Kingdom		Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham	United Kingdom	June 2, 2021	2019	TV-Y	2 Seasons	Kids' TV	In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving.
s234	Movie	Malibu Rescue: The Next Wave	Savage Steve Holland	Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeff Meacham, Ella Gross, Carlos Sanson, JT Neal, Camaron Engels, Kirrilee Berger	United States	August 4, 2020	2020	TV-G	71 min	Children & Family Movies, Comedies	As summer returns to Malibu, Team Flounder takes to the beach to host â€” and unexpectedly compete in â€” the International Beachmaster Competition.
s235	TV Show	Orange Is the New Black		Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez	United States	July 6, 2021	2019	TV-MA	7 Seasons	TV Comedies, TV Dramas	A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of "Weeds."
s236	Movie	Forbidden Games: The Justin Fashanu Story	Jon Carey, Adam Darke	Justin Fashanu, John Fashanu	United Kingdom	December 1, 2017	2017	TV-14	81 min	Documentaries, International Movies, LGBTQ Movies	This documentary chronicles the tragic, true story of Justin Fashanu, the first â€“ and only â€“ openly gay man to have played professional soccer.
s237	Movie	The Monster of Mangatiti	John Banas	Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding	New Zealand	December 15, 2015	2015	TV-MA	70 min	Dramas	Real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.
s238	Movie	Morya	Avadhoot Gupte	Santosh Juvekar, Chinmay Mandlekar, Pari Telang, S. Joshi, Dilip Prabhavalkar, Ganesh Yadav, Pushkar Shrotri	India	February 15, 2018	2011	TV-14	121 min	Dramas, International Movies	Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
s239	Movie	Invader Zim: Enter the Florpus		Richard Steven Horvitz, Rikki Simons, Andy Berman, Melissa Fahn, Rodger Bumpass, Jhonen Vasquez, Wally Wingert, Kevin McDonald, Olivia d'Abo, Eric Bauza	South Korea, United States	August 16, 2019	2019	TV-Y7	72 min	Children & Family Movies, Comedies, Sci-Fi & Fantasy	When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all.
s240	Movie	Tinker Bell and the Legend of the NeverBeast	Steve Loter	Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu, Pamela Adlon, Raven-SymonÃ©, Megan Hilty, Kari Wahlgren, Anjelica Huston, Jeff Corwin, Olivia Holt, Thomas Lennon, Chloe Bennet, Danai Gurira, Grey DeLisle, Peter Michael	United States	May 17, 2015	2014	G	78 min	Children & Family Movies	When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature.
s241	TV Show	Rainbow Rangers		Penelope Rawlins, Juliette Crosbie, Zehra Naqvi, Phillipa Alexander, Aileen Mythen	United States	July 1, 2021	2018	TV-Y	1 Season	Kids' TV	When Earth's animals and natural wonders need a rescue, the Rainbow Rangers combine their colorful powers to protect the planet and save the day!
s242	Movie	Adam: His Song Continues	Robert Markowitz	Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott, Paul Regina	United States	October 1, 2011	1986	TV-MA	96 min	Dramas	After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.
s243	TV Show	Styling Hollywood		Jason Bolden, Adair Curtis		August 30, 2019	2019	TV-14	1 Season	Reality TV	Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.
